Variable,Description,Position
T_62_2,"Label: Partido político que menos gosta
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,PMDB
2,PTB
3,PDT
4,PT
5,DEM
6,PC DO B
7,PSB
8,PSDB
9,PTC
10,PSC
11,PMN
12,PRP
13,PPS
14,PV
15,PT DO B
16,PP
17,PSTU
18,PCB
19,PRTB
20,PHS
21,PSDC
22,PCO
23,PTN
24,PSL
25,PRB
26,PSOL
27,PR
28,PSD
29,PPL
30,PEN
31,PROS
32,SD - SOLIDARIEDADE
33,NOVO
34,REDE
35,PMB
36,Nenhum
37,Todos
38,NS/NR",122
Q_63,"Label: 28. Até este momento, o(a) Sr(a) diria que aprova ou desaprova a maneira como o Governador Reinaldo Azambuja está governando o Estado do Mato Grosso do Sul?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Aprova
2,Nem aprova e nem desaprova
4,NS/NR
99,Desaprova",123
Q_64,"Label: 29. De maneira geral, como o(a) Sr(a) avalia o desempenho do Governador Reinaldo Azambuja à frente do Governo do MS: ótimo, bom, regular, ruim ou péssimo? Se regular, positiva ou negativa?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Ótimo
2,Bom
3,Regular positivo
4,Regular negativo
5,Ruim
6,Péssimo
99,NS/NR",124
Q_65,"Label: 29.1. Por que avalia dessa forma ÓTIMO?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Está tentando melhorar a saúde (Caravana da Saúde)
2,Está fazendo algumas coisas
3,Boa administração
4,Cumpre com as promessas
5,Tem boas propostas
6,Está colocando a casa em ordem
7,Está dando continuidade nas obras paradas (Programa Obras Pa
8,Investe na educação estadual (Kits escolares)
9,Construção e/ou reforma de escolas
10,Negociação da dívida do Estado
11,Aumento do efeitovo policial (polícia militar e bombeiros)
12,Concurso público
13,Aumento de salário dos funcionários públicos
14,Reduziu o salário de Governador
15,Geração de empregos
16,OUTROS (DESCREVA):
17,NS/NR",125
Q_65_S,"Label: 29.1. Por que avalia dessa forma ÓTIMO? [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",126
Q_66,"Label: 29.2. Por que avalia dessa forma BOM?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Está tentando melhorar a saúde (Caravana da Saúde)
2,Está fazendo algumas coisas
3,Boa administração
4,Cumpre com as promessas
5,Tem boas propostas
6,Está colocando a casa em ordem
7,Está dando continuidade nas obras paradas (Programa Obras Pa
8,Investe na educação estadual (Kits escolares)
9,Construção e/ou reforma de escolas
10,Negociação da dívida do Estado
11,Aumento do efeitovo policial (polícia militar e bombeiros)
12,Concurso público
13,Aumento de salário dos funcionários públicos
14,Reduziu o salário de Governador
15,Geração de empregos
16,OUTROS (DESCREVA):
17,NS/NR",127
Q_66_S,"Label: 29.2. Por que avalia dessa forma BOM? [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",128
Q_67,"Label: 29.3. Por que avalia dessa forma REGULAR POSITIVO?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Está comprometido com a saúde (Caravana da Saúde)
2,Está tentando melhorar o Estado
3,Está investindo na Educação (Kit Escolar)
4,Bom administrador
5,Não ouvi falar mal / sem envolvimento com corrupção
6,Ainda não fez nada
7,Não sei nada que ele fez até agora
8,OUTROS (DESCREVA):
9,NS/NR",129
Q_67_S,"Label: 29.3. Por que avalia dessa forma REGULAR POSITIVO? [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",130
Q_68,"Label: 29.4. Por que avalia dessa forma REGULAR NEGATIVO?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Está comprometido com a saúde (Caravana da Saúde)
2,Está tentando melhorar o Estado
3,Está investindo na Educação (Kit Escolar)
4,Bom administrador
5,Não ouvi falar mal / sem envolvimento com corrupção
6,Ainda não fez nada
7,Não sei nada que ele fez até agora
8,OUTROS (DESCREVA):
9,NS/NR",131
Q_68_S,"Label: 29.4. Por que avalia dessa forma REGULAR NEGATIVO? [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",132
Q_69,"Label: 29.5. Por que avalia dessa forma RUIM?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Não fez nada até agora
2,Nâo cumpre as promessas
3,Corrupto/desonesto
4,Mau administrador
5,Não está investindo na saúde
6,Aumento do preço da energia elétrica
7,Incompetente
8,Não investe na educação
9,Continua com a cobrança da vistoria veicular
10,OUTROS (DESCREVA):
11,NS/NR",133
Q_69_S,"Label: 29.5. Por que avalia dessa forma RUIM? [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",134
Q_70,"Label: 29.6. Por que avalia dessa forma PÉSSIMO?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Não fez nada até agora
2,Nâo cumpre as promessas
3,Corrupto/desonesto
4,Mau administrador
5,Não está investindo na saúde
6,Aumento do preço da energia elétrica
7,Incompetente
8,Não investe na educação
9,Continua com a cobrança da vistoria veicular
10,OUTROS (DESCREVA):
11,NS/NR",135
Q_70_S,"Label: 29.6. Por que avalia dessa forma PÉSSIMO? [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",136
Q_71_O1,"Label: 30. O(a) Sr(a) se lembra de algum programa, ação, obra, realização do Governo do Estado do MS, na administração de Reinaldo Azambuja? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",137
Q_71_O2,"Label: 30. O(a) Sr(a) se lembra de algum programa, ação, obra, realização do Governo do Estado do MS, na administração de Reinaldo Azambuja? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",138
Q_71_O3,"Label: 30. O(a) Sr(a) se lembra de algum programa, ação, obra, realização do Governo do Estado do MS, na administração de Reinaldo Azambuja? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",139
Q_71_O4,"Label: 30. O(a) Sr(a) se lembra de algum programa, ação, obra, realização do Governo do Estado do MS, na administração de Reinaldo Azambuja? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",140
Q_71_O5,"Label: 30. O(a) Sr(a) se lembra de algum programa, ação, obra, realização do Governo do Estado do MS, na administração de Reinaldo Azambuja? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",141
Q_71_O6,"Label: 30. O(a) Sr(a) se lembra de algum programa, ação, obra, realização do Governo do Estado do MS, na administração de Reinaldo Azambuja? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",142
Q_71_O7,"Label: 30. O(a) Sr(a) se lembra de algum programa, ação, obra, realização do Governo do Estado do MS, na administração de Reinaldo Azambuja? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",143
Q_71_O8,"Label: 30. O(a) Sr(a) se lembra de algum programa, ação, obra, realização do Governo do Estado do MS, na administração de Reinaldo Azambuja? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",144
Q_71_O9,"Label: 30. O(a) Sr(a) se lembra de algum programa, ação, obra, realização do Governo do Estado do MS, na administração de Reinaldo Azambuja? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",145
Q_71_O10,"Label: 30. O(a) Sr(a) se lembra de algum programa, ação, obra, realização do Governo do Estado do MS, na administração de Reinaldo Azambuja? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",146
Q_71_O11,"Label: 30. O(a) Sr(a) se lembra de algum programa, ação, obra, realização do Governo do Estado do MS, na administração de Reinaldo Azambuja? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",147
Q_71_O12,"Label: 30. O(a) Sr(a) se lembra de algum programa, ação, obra, realização do Governo do Estado do MS, na administração de Reinaldo Azambuja? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",148
Q_71_O13,"Label: 30. O(a) Sr(a) se lembra de algum programa, ação, obra, realização do Governo do Estado do MS, na administração de Reinaldo Azambuja? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",149
Q_71_O14,"Label: 30. O(a) Sr(a) se lembra de algum programa, ação, obra, realização do Governo do Estado do MS, na administração de Reinaldo Azambuja? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",150
Q_71_O15,"Label: 30. O(a) Sr(a) se lembra de algum programa, ação, obra, realização do Governo do Estado do MS, na administração de Reinaldo Azambuja? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",151
S_71_13,"Label: 30. O(a) Sr(a) se lembra de algum programa, ação, obra, realização do Governo do Estado do MS, na administração de Reinaldo Azambuja?  (OUTRO (DESCREVA):) [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",152
T_72_1,"Label: O que mais gostou? Mais algum?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",153
T_72_2,"Label: O que não gostou? Mais algum?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Caravana da Saúde (carretas)
2,Entrega de Kits Escolares para os alunos
3,Compra de mais viaturas e munições para policiamento
4,Aumento de salário dos funcionários públicos
5,Programa Vale UNI
6,Entrega de casas / programa de habitação
7,Reforma/privatização de estradas
8,Continuidade da obra do aquário
9,Programa Obras inacabadas zero
10,Redução do salário do Governador
11,Concursos públicos
12,Renegociação da dívida do Estado
13,OUTRO (DESCREVA):
14,Não se lembra
15,NS/NR",154
Q_73,"Label: 31.1.1. Qual OUTRO programa/ação que mais gostou?
Format: A50
Measure: Nominal
Display Width: 50",155
Q_74,"Label: 31.2.1. Qual OUTRO programa/ação que não gostou?
Format: A50
Measure: Nominal
Display Width: 50",156
Q_75,"Label: 32. Na sua opinião, o Governo do Reinaldo Azambuja está no rumo certo ou errado? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Totalmente certo
2,Mais certo do que errado
3,Mais errado do que certo
4,Totalmente errado
99,NS/NR",157
Q_76,"Label: Vou te dar algumas informações e gostaria que o (a) Sr(a) avaliasse o quadro de candidatos a Prefeito de Campo Grande, depois dessas informações.  33. O Governador Reinaldo Azambuja (PSDB) apoia a Rose Modesto (que é a vice-governadora e foi secretária de 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Rose Modesto - PSDB
2,Marquinhos Trad - PSD
3,Alcides Bernal - PP
4,Athayde Nery - PPS
5,Coronel David - PSC
6,Professor Sidney - PSOL
7,Suel Ferrante - PSTU
8,Marcelo Bluma - PV
9,Dagoberto Nogueira - PDT
10,Alex do PT - PT
11,Indeciso/NS
12,NR
13,Nenhum",158
Q_77,"Label: 34. O ex-prefeito Nelsinho Trad deve apoiar o seu irmão Marquinhos Trad. Ou seja, o Marquinhos é o candidato do Nelsinho. Sabendo disso, e se os candidatos a Prefeito fossem esses (mostrar DISCO 01), em quem o(a) Sr(a) votaria? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Rose Modesto - PSDB
2,Marquinhos Trad - PSD
3,Alcides Bernal - PP
4,Athayde Nery - PPS
5,Coronel David - PSC
6,Professor Sidney - PSOL
7,Suel Ferrante - PSTU
8,Marcelo Bluma - PV
9,Dagoberto Nogueira - PDT
10,Alex do PT - PT
11,Indeciso/NS
12,NR
13,Nenhum",159
Q_78,"Label: 35. O PMDB (do ex-governador André Pucinnelli) poderá vir apoiar a Rose Modesto. Sabendo disso, e se os candidatos a Prefeito fossem esses (mostrar DISCO 01), em que o(a) Sr(a) votaria? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Rose Modesto - PSDB
2,Marquinhos Trad - PSD
3,Alcides Bernal - PP
4,Athayde Nery - PPS
5,Coronel David - PSC
6,Professor Sidney - PSOL
7,Suel Ferrante - PSTU
8,Marcelo Bluma - PV
9,Dagoberto Nogueira - PDT
10,Alex do PT - PT
11,Indeciso/NS
12,NR
13,Nenhum",160
Q_79,"Label: 36. A outra opção, é o PMDB (do ex-governador André Puccinelli) vir apoiar o Marquinhos Trad. Sabendo disso, e se os candidatos a Prefeito fossem esses (MOSTRAR DISCO 01), em quem o(a) Sr(a) votaria? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Rose Modesto - PSDB
2,Marquinhos Trad - PSD
3,Alcides Bernal - PP
4,Athayde Nery - PPS
5,Coronel David - PSC
6,Professor Sidney - PSOL
7,Suel Ferrante - PSTU
8,Marcelo Bluma - PV
9,Dagoberto Nogueira - PDT
10,Alex do PT - PT
11,Indeciso/NS
12,NR
13,Nenhum",161
Q_80,"Label: 37. O(a) Sr(a) ouviu falar do envolvimento de algum desses candidatos (MOSTRAR DISCO 01) com corrupção? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Sim. Qual?
2,Não
3,NS/NR",162
Q_80_S,"Label: 37. O(a) Sr(a) ouviu falar do envolvimento de algum desses candidatos (MOSTRAR DISCO 01) com corrupção?  [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",163
T_81_1,"Label: Tomou conhecimento da Operação Coffee-break? Aquela que investiga a compra de votos de vereadores para cassar o prefeito Bernal?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,""Sim, tomou conhecimento""
2,Não tomou conhecimento
3,NS/NR",164
T_81_2,"Label: Tomou conhecimento da Operação Lama Asfáltica? Aquele que investiga a corrupção nas obras do Estado?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,""Sim, tomou conhecimento""
2,Não tomou conhecimento
3,NS/NR",165
T_82_1,"Label: Com a operação Coffee-break?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Rose Modesto - PSDB
2,Marquinhos Trad - PSD
3,Alcides Bernal - PP
4,Athayde Nery - PPS
5,Coronel David - PSC
6,Professor Sidney - PSOL
7,Suel Ferrante - PSTU
8,Marcelo Bluma - PV
9,Dagoberto Nogueira - PDT
10,Não ouviu falar
11,NS/NR",166
T_82_2,"Label: Com a operação Lama Asfáltica?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Rose Modesto - PSDB
2,Marquinhos Trad - PSD
3,Alcides Bernal - PP
4,Athayde Nery - PPS
5,Coronel David - PSC
6,Professor Sidney - PSOL
7,Suel Ferrante - PSTU
8,Marcelo Bluma - PV
9,Dagoberto Nogueira - PDT
10,Não ouviu falar
11,NS/NR",167
T_83_1,"Label: Banheiros
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,0
2,1
3,2
4,3
5,4 ou mais",168
T_83_2,"Label: Empregados domésticos
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,0
2,1
3,2
4,3
5,4 ou mais",169
T_83_3,"Label: Automóveis
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,0
2,1
3,2
4,3
5,4 ou mais",170
T_83_4,"Label: Microcomputador
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,0
2,1
3,2
4,3
5,4 ou mais",171
T_83_5,"Label: Lava louça
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,0
2,1
3,2
4,3
5,4 ou mais",172
T_83_6,"Label: Geladeira
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,0
2,1
3,2
4,3
5,4 ou mais",173
T_83_7,"Label: Freezer
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,0
2,1
3,2
4,3
5,4 ou mais",174
T_83_8,"Label: Lava roupa
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,0
2,1
3,2
4,3
5,4 ou mais",175
T_83_9,"Label: DVD
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,0
2,1
3,2
4,3
5,4 ou mais",176
T_83_10,"Label: Microondas
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,0
2,1
3,2
4,3
5,4 ou mais",177
T_83_11,"Label: Motocicleta
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,0
2,1
3,2
4,3
5,4 ou mais",178
T_83_12,"Label: Secadora roupa
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,0
2,1
3,2
4,3
5,4 ou mais",179
Q_84,"Label: 41.1.  Grau de instrução do chefe de família
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Analfabeto/Fundamental I incompleto
2,Fundamento I Completo / Fundamento II Incompleto
3,Fundamental II completo / Médio incompleto
4,Médio completo / Superior incompleto
5,Superior completo",180
T_85_1,"Label: Água utlizada neste domicílio é encanada?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Sim
2,Não",181
T_85_2,"Label: Considerando o trecho da rua do seu domícilio, sua rua é pavimentada/asfaltada?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Sim
2,Não",182
Q_86,"Label: 42. Qual a sua renda familiar, somando todos os seus reindmentos e de todas as pessoas que vivem em sua residência? (APRESENTAR CARTÃO DE RENDA)
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Até 01 Salário Mínimo
2,Mais de 01 a 02 Salários Mínimos
3,Mais de 02 a 03 Salários Mínimos
4,Mais de 03 a 05 Salários Mínimos
5,Mais de 05 a 10 Salários Mínimos
6,Mais de 10 a 20 Salários Mínimos
8,NS/NR
99,Mais de 20 Salários Mínimos",183
Q_86_1,"Label: 43. Qual é a sua religião?
Format: F6.0
Measure: Nominal
Display Width: 6
Missing Values: -1

Value,Label
1,Católica
2,Protestante
3,Evangélica
4,Espírita Kardecista
5,Candomblé / Afro
6,Outra
7,Não tem religião
8,NR",184
Q_92,"Label: TERMINAMOS A PESQUISA, AGRADECEMOS SUA PARTICIPAÇÃO.
Print Format: F7.0
Write Format: F7.2
Measure: Nominal
Display Width: 8
Missing Values: -1",185
